chown: cannot access `/state/partition1/scratch/pbstmp.386996.rocks.hpc.ntnu.no': No such file or directory
chown: cannot access `/state/partition1/scratch/pbstmp.386996.rocks.hpc.ntnu.no': No such file or directory
chown: cannot access `/state/partition1/scratch/pbstmp.386996.rocks.hpc.ntnu.no': No such file or directory
p: 1
time: 239.120960ms
error: 4.73371e-06


n: 1024
time: 321.005821ms
error: 1.17999e-06


n: 2048
time: 705.276966ms
error: 2.94568e-07


n: 4096
time: 2324.162960ms
error: 7.35881e-08


n: 8192
time: 8437.700987ms
error: 1.83903e-08


n: 16384
time: 32635.143042ms
error: 4.59673e-09


t: 46
n: 16
time: 210.620165ms
error: 0.00565282


n: 32
time: 205.685139ms
error: 0.00131357


n: 64
time: 204.679966ms
error: 0.000315062


n: 128
time: 215.072870ms
error: 7.70483e-05


n: 256
time: 216.200829ms
error: 1.90444e-05


n: 512
time: 232.145071ms
error: 4.73371e-06


n: 1024
time: 320.708036ms
error: 1.17999e-06


n: 2048
time: 749.382973ms
error: 2.94568e-07


n: 4096
time: 2589.565039ms
error: 7.35881e-08


n: 8192
time: 8052.009821ms
error: 1.83903e-08


n: 16384
time: 32881.963968ms
error: 4.59673e-09


t: 47
n: 16
time: 203.307867ms
error: 0.00565282


n: 32
time: 211.269140ms
error: 0.00131357


n: 64
time: 206.012011ms
error: 0.000315062


n: 128
time: 209.114075ms
error: 7.70483e-05


n: 256
time: 212.707996ms
error: 1.90444e-05


n: 512
time: 237.883091ms
error: 4.73371e-06


n: 1024
time: 329.439163ms
error: 1.17999e-06


n: 2048
time: 771.071911ms
error: 2.94568e-07


n: 4096
time: 2387.463093ms
error: 7.35881e-08


n: 8192
time: 8403.212786ms
error: 1.83903e-08


n: 16384
time: 33286.771059ms
error: 4.59673e-09


t: 48
n: 16
time: 263.748169ms
error: 0.00565282


n: 32
time: 203.816891ms
error: 0.00131357


n: 64
time: 205.075979ms
error: 0.000315062


n: 128
time: 209.012032ms
error: 7.70483e-05


n: 256
time: 212.579012ms
error: 1.90444e-05


n: 512
time: 239.011049ms
error: 4.73371e-06


n: 1024
time: 319.369078ms
error: 1.17999e-06


n: 2048
time: 730.568886ms
error: 2.94568e-07


n: 4096
time: 2346.502066ms
error: 7.35881e-08


n: 8192
time: 8363.494158ms
error: 1.83903e-08


n: 16384
time: 33073.059797ms
error: 4.59673e-09


p: 2
t: 2
n: 16
time: 4.643917ms
error: 0.00342199


n: 32
time: 4.152060ms
error: 0.000731873


n: 64
time: 4.106998ms
error: 0.000166937


n: 128
time: 6.351948ms
error: 3.97006e-05


n: 256
time: 11.628866ms
error: 9.66927e-06


n: 512
time: 35.982132ms
error: 2.38524e-06


n: 1024
time: 150.151014ms
error: 5.92294e-07


n: 2048
time: 666.398048ms
error: 1.47571e-07


n: 4096
time: 2931.212187ms
error: 3.683e-08


n: 8192
time: 12483.854055ms
error: 9.19964e-09


n: 16384
time: 53892.507792ms
error: 2.29893e-09


t: 3
n: 16
time: 8.356094ms
error: 0.00342199


n: 32
time: 4.609108ms
error: 0.000731873


n: 64
time: 5.043983ms
error: 0.000166937


n: 128
time: 6.212950ms
error: 3.97006e-05


n: 256
time: 10.856867ms
error: 9.66927e-06


n: 512
time: 28.342962ms
error: 2.38524e-06


n: 1024
time: 115.036011ms
error: 5.92294e-07


n: 2048
time: 505.342960ms
error: 1.47571e-07


n: 4096
time: 2180.378914ms
error: 3.683e-08


n: 8192
time: 9259.078026ms
error: 9.19964e-09


n: 16384
time: 40006.028891ms
error: 2.29893e-09


t: 4
n: 16
time: 8.188009ms
error: 0.00342199


n: 32
time: 6.098032ms
error: 0.000731873


n: 64
time: 4.982948ms
error: 0.000166937


n: 128
time: 7.042885ms
error: 3.97006e-05


n: 256
time: 9.654999ms
error: 9.66927e-06


n: 512
time: 24.230957ms
error: 2.38524e-06


n: 1024
time: 94.794035ms
error: 5.92294e-07


n: 2048
time: 421.956062ms
error: 1.47571e-07


n: 4096
time: 1834.516048ms
error: 3.683e-08


n: 8192
time: 7657.504797ms
error: 9.19964e-09


n: 16384
time: 33020.210028ms
error: 2.29893e-09


t: 5
n: 16
time: 8.088827ms
error: 0.00342199


n: 32
time: 14.914036ms
error: 0.000731873


n: 64
time: 32.585859ms
error: 0.000166937


n: 128
time: 15.685797ms
error: 3.97006e-05


n: 256
time: 10.183811ms
error: 9.66927e-06


n: 512
time: 23.654938ms
error: 2.38524e-06


n: 1024
time: 89.190960ms
error: 5.92294e-07


n: 2048
time: 379.672050ms
error: 1.47571e-07


n: 4096
time: 1598.659992ms
error: 3.683e-08


n: 8192
time: 6697.859049ms
error: 9.19964e-09


n: 16384
time: 28761.744022ms
error: 2.29893e-09


t: 6
n: 16
time: 36.939144ms
error: 0.00342199


n: 32
time: 6.077051ms
error: 0.000731873


n: 64
time: 19.335032ms
error: 0.000166937


n: 128
time: 7.922888ms
error: 3.97006e-05


n: 256
time: 50.421953ms
error: 9.66927e-06


n: 512
time: 43.827057ms
error: 2.38524e-06


n: 1024
time: 98.353863ms
error: 5.92294e-07


n: 2048
time: 348.205805ms
error: 1.47571e-07


n: 4096
time: 1501.610994ms
error: 3.683e-08


n: 8192
time: 6141.097069ms
error: 9.19964e-09


n: 16384
time: 26058.556080ms
error: 2.29893e-09


t: 7
n: 16
time: 202.910900ms
error: 0.00342199


n: 32
time: 204.538107ms
error: 0.000731873


n: 64
time: 203.862190ms
error: 0.000166937


n: 128
time: 205.018997ms
error: 3.97006e-05


n: 256
time: 207.960129ms
error: 9.66927e-06


n: 512
time: 223.507166ms
error: 2.38524e-06


n: 1024
time: 307.837963ms
error: 5.92294e-07


n: 2048
time: 645.141125ms
error: 1.47571e-07


n: 4096
time: 2111.281872ms
error: 3.683e-08


n: 8192
time: 7770.905972ms
error: 9.19964e-09


n: 16384
time: 30411.193132ms
error: 2.29893e-09


t: 8
n: 16
time: 204.040051ms
error: 0.00342199


n: 32
time: 205.458879ms
error: 0.000731873


n: 64
time: 226.022005ms
error: 0.000166937


n: 128
time: 205.291986ms
error: 3.97006e-05


n: 256
time: 209.779978ms
error: 9.66927e-06


n: 512
time: 221.130133ms
error: 2.38524e-06


n: 1024
time: 300.413132ms
error: 5.92294e-07


n: 2048
time: 755.974054ms
error: 1.47571e-07


n: 4096
time: 1890.699863ms
error: 3.683e-08


n: 8192
time: 7596.960068ms
error: 9.19964e-09


n: 16384
time: 29160.184145ms
error: 2.29893e-09


t: 9
n: 16
time: 204.561949ms
error: 0.00342199


n: 32
time: 207.997084ms
error: 0.000731873


n: 64
time: 204.812050ms
error: 0.000166937


n: 128
time: 206.417084ms
error: 3.97006e-05


n: 256
time: 209.767103ms
error: 9.66927e-06


n: 512
time: 416.887999ms
error: 2.38524e-06


n: 1024
time: 296.560049ms
error: 5.92294e-07


n: 2048
time: 662.703037ms
error: 1.47571e-07


n: 4096
time: 1904.823065ms
error: 3.683e-08


n: 8192
time: 7404.821157ms
error: 9.19964e-09


n: 16384
time: 28216.099977ms
error: 2.29893e-09


t: 10
n: 16
time: 204.455853ms
error: 0.00342199


n: 32
time: 209.192038ms
error: 0.000731873


n: 64
time: 205.232143ms
error: 0.000166937


n: 128
time: 207.284927ms
error: 3.97006e-05


n: 256
time: 209.256172ms
error: 9.66927e-06


n: 512
time: 224.525928ms
error: 2.38524e-06


n: 1024
time: 290.309906ms
error: 5.92294e-07


n: 2048
time: 621.414900ms
error: 1.47571e-07


n: 4096
time: 1680.716991ms
error: 3.683e-08


n: 8192
time: 7028.835058ms
error: 9.19964e-09


n: 16384
time: 28025.950909ms
error: 2.29893e-09


t: 11
n: 16
time: 203.813076ms
error: 0.00342199


n: 32
time: 204.545975ms
error: 0.000731873


n: 64
time: 405.638933ms
error: 0.000166937


n: 128
time: 217.230082ms
error: 3.97006e-05


n: 256
time: 215.034008ms
error: 9.66927e-06


n: 512
time: 223.379135ms
error: 2.38524e-06


n: 1024
time: 289.011002ms
error: 5.92294e-07


n: 2048
time: 702.392101ms
error: 1.47571e-07


n: 4096
time: 1967.546940ms
error: 3.683e-08


n: 8192
time: 7140.627861ms
error: 9.19964e-09


n: 16384
time: 27297.392845ms
error: 2.29893e-09


t: 12
n: 16
time: 204.648972ms
error: 0.00342199


n: 32
time: 204.977989ms
error: 0.000731873


n: 64
time: 205.531836ms
error: 0.000166937


n: 128
time: 206.068993ms
error: 3.97006e-05


n: 256
time: 209.186077ms
error: 9.66927e-06


n: 512
time: 222.327948ms
error: 2.38524e-06


n: 1024
time: 315.903902ms
error: 5.92294e-07


n: 2048
time: 620.007038ms
error: 1.47571e-07


n: 4096
time: 1956.502914ms
error: 3.683e-08


n: 8192
time: 7369.817019ms
error: 9.19964e-09


n: 16384
time: 25831.611872ms
error: 2.29893e-09


t: 13
n: 16
time: 204.142094ms
error: 0.00342199


n: 32
time: 204.541922ms
error: 0.000731873


n: 64
time: 206.017017ms
error: 0.000166937


n: 128
time: 206.035137ms
error: 3.97006e-05


n: 256
time: 212.582111ms
error: 9.66927e-06


n: 512
time: 323.832989ms
error: 2.38524e-06


n: 1024
time: 301.718950ms
error: 5.92294e-07


n: 2048
time: 706.767082ms
error: 1.47571e-07


n: 4096
time: 1922.455072ms
error: 3.683e-08


n: 8192
time: 7167.556047ms
error: 9.19964e-09


n: 16384
time: 29501.739025ms
error: 2.29893e-09


t: 14
n: 16
time: 205.725908ms
error: 0.00342199


n: 32
time: 214.031935ms
error: 0.000731873


n: 64
time: 206.382990ms
error: 0.000166937


n: 128
time: 211.985111ms
error: 3.97006e-05


n: 256
time: 211.282015ms
error: 9.66927e-06


n: 512
time: 423.817873ms
error: 2.38524e-06


n: 1024
time: 480.810881ms
error: 5.92294e-07


n: 2048
time: 632.776022ms
error: 1.47571e-07


n: 4096
time: 1965.544939ms
error: 3.683e-08


n: 8192
time: 7193.063974ms
error: 9.19964e-09


n: 16384
time: 28174.852133ms
error: 2.29893e-09


t: 15
n: 16
time: 203.639030ms
error: 0.00342199


n: 32
time: 209.069014ms
error: 0.000731873


n: 64
time: 304.435968ms
error: 0.000166937


n: 128
time: 404.791117ms
error: 3.97006e-05


n: 256
time: 211.815834ms
error: 9.66927e-06


n: 512
time: 226.830959ms
error: 2.38524e-06


n: 1024
time: 316.505194ms
error: 5.92294e-07


n: 2048
time: 769.239902ms
error: 1.47571e-07


n: 4096
time: 1949.810028ms
error: 3.683e-08


n: 8192
time: 7261.693954ms
error: 9.19964e-09


n: 16384
time: 27547.350883ms
error: 2.29893e-09


t: 16
n: 16
time: 203.655005ms
error: 0.00342199


n: 32
time: 405.749798ms
error: 0.000731873


n: 64
time: 405.461073ms
error: 0.000166937


n: 128
time: 406.541109ms
error: 3.97006e-05


n: 256
time: 407.396078ms
error: 9.66927e-06


n: 512
time: 230.530024ms
error: 2.38524e-06


n: 1024
time: 300.111055ms
error: 5.92294e-07


n: 2048
time: 743.382931ms
error: 1.47571e-07


n: 4096
time: 2005.713940ms
error: 3.683e-08


n: 8192
time: 7199.486017ms
error: 9.19964e-09


n: 16384
time: 27293.780088ms
error: 2.29893e-09


t: 17
n: 16
time: 235.959053ms
error: 0.00342199


n: 32
time: 303.557873ms
error: 0.000731873


n: 64
time: 206.431866ms
error: 0.000166937


n: 128
time: 407.841206ms
error: 3.97006e-05


n: 256
time: 407.114983ms
error: 9.66927e-06


n: 512
time: 241.854906ms
error: 2.38524e-06


n: 1024
time: 304.234982ms
error: 5.92294e-07


n: 2048
time: 770.565033ms
error: 1.47571e-07


n: 4096
time: 1898.786068ms
error: 3.683e-08


n: 8192
time: 6898.240089ms
error: 9.19964e-09


n: 16384
time: 27712.123156ms
error: 2.29893e-09


t: 18
n: 16
time: 204.581976ms
error: 0.00342199


n: 32
time: 205.303907ms
error: 0.000731873


n: 64
time: 404.838800ms
error: 0.000166937


n: 128
time: 255.330086ms
error: 3.97006e-05


n: 256
time: 409.622908ms
error: 9.66927e-06


n: 512
time: 248.934984ms
error: 2.38524e-06


n: 1024
time: 310.457945ms
error: 5.92294e-07


n: 2048
time: 604.461908ms
error: 1.47571e-07


n: 4096
time: 2105.731964ms
error: 3.683e-08


n: 8192
time: 6933.488846ms
error: 9.19964e-09


n: 16384
time: 27883.257866ms
error: 2.29893e-09


t: 19
n: 16
time: 203.685045ms
error: 0.00342199


n: 32
time: 212.013960ms
error: 0.000731873


n: 64
time: 354.408979ms
error: 0.000166937


n: 128
time: 404.163837ms
error: 3.97006e-05


n: 256
time: 212.174177ms
error: 9.66927e-06


n: 512
time: 230.259895ms
error: 2.38524e-06


n: 1024
time: 296.161175ms
error: 5.92294e-07


n: 2048
time: 705.687046ms
error: 1.47571e-07


n: 4096
time: 1888.749123ms
error: 3.683e-08


n: 8192
time: 7108.263969ms
error: 9.19964e-09


n: 16384
time: 26836.012840ms
error: 2.29893e-09


t: 20
n: 16
time: 207.227945ms
error: 0.00342199


n: 32
time: 405.984163ms
error: 0.000731873


n: 64
time: 213.232040ms
error: 0.000166937


n: 128
time: 608.669043ms
error: 3.97006e-05


n: 256
time: 411.142826ms
error: 9.66927e-06


n: 512
time: 230.942011ms
error: 2.38524e-06


n: 1024
time: 432.950020ms
error: 5.92294e-07


n: 2048
time: 772.229910ms
error: 1.47571e-07


n: 4096
time: 1930.896044ms
error: 3.683e-08


n: 8192
time: 7423.763037ms
error: 9.19964e-09


n: 16384
time: 26306.029797ms
error: 2.29893e-09


t: 21
n: 16
time: 211.570024ms
error: 0.00342199


n: 32
time: 215.430975ms
error: 0.000731873


n: 64
time: 405.518055ms
error: 0.000166937


n: 128
time: 407.701969ms
error: 3.97006e-05


n: 256
time: 325.846195ms
error: 9.66927e-06


n: 512
time: 315.412045ms
error: 2.38524e-06


n: 1024
time: 325.227022ms
error: 5.92294e-07


n: 2048
time: 680.590868ms
error: 1.47571e-07


n: 4096
time: 2107.223034ms
error: 3.683e-08


n: 8192
time: 7104.120016ms
error: 9.19964e-09


n: 16384
time: 26864.045858ms
error: 2.29893e-09


t: 22
n: 16
time: 212.515116ms
error: 0.00342199


n: 32
time: 406.555176ms
error: 0.000731873


n: 64
time: 607.594013ms
error: 0.000166937


n: 128
time: 407.037020ms
error: 3.97006e-05


n: 256
time: 506.389856ms
error: 9.66927e-06


n: 512
time: 228.291988ms
error: 2.38524e-06


n: 1024
time: 373.169899ms
error: 5.92294e-07


n: 2048
time: 811.175823ms
error: 1.47571e-07


n: 4096
time: 2250.219107ms
error: 3.683e-08


n: 8192
time: 7071.266174ms
error: 9.19964e-09


n: 16384
time: 27231.236935ms
error: 2.29893e-09


t: 23
n: 16
time: 204.432964ms
error: 0.00342199


n: 32
time: 205.938101ms
error: 0.000731873


n: 64
time: 413.534164ms
error: 0.000166937


n: 128
time: 210.923910ms
error: 3.97006e-05


n: 256
time: 413.494110ms
error: 9.66927e-06


n: 512
time: 612.745047ms
error: 2.38524e-06


n: 1024
time: 460.718155ms
error: 5.92294e-07


n: 2048
time: 692.465067ms
error: 1.47571e-07


n: 4096
time: 1972.071171ms
error: 3.683e-08


n: 8192
time: 7483.933926ms
error: 9.19964e-09


n: 16384
time: 28021.002769ms
error: 2.29893e-09


t: 24
n: 16
time: 204.747200ms
error: 0.00342199


n: 32
time: 406.529903ms
error: 0.000731873


n: 64
time: 213.758945ms
error: 0.000166937


n: 128
time: 406.965971ms
error: 3.97006e-05


n: 256
time: 410.068989ms
error: 9.66927e-06


n: 512
time: 236.597061ms
error: 2.38524e-06


n: 1024
time: 304.469824ms
error: 5.92294e-07


n: 2048
time: 756.864786ms
error: 1.47571e-07


n: 4096
time: 1985.066891ms
error: 3.683e-08


n: 8192
time: 7081.003904ms
error: 9.19964e-09


n: 16384
time: 26582.195997ms
error: 2.29893e-09


p: 3
t: 2
n: 16
time: 5.026817ms
error: 0.00267815


n: 32
time: 5.907059ms
error: 0.000537962


n: 64
time: 6.049156ms
error: 0.000117562


n: 128
time: 6.282091ms
error: 2.72513e-05


n: 256
time: 9.483099ms
error: 6.54422e-06


n: 512
time: 27.460098ms
error: 1.60241e-06


n: 1024
time: 111.264944ms
error: 3.96394e-07


n: 2048
time: 487.123966ms
error: 9.85722e-08


n: 4096
time: 2135.358095ms
error: 2.45772e-08


n: 8192
time: 8993.295908ms
error: 6.13608e-09


n: 16384
time: 38307.230949ms
error: 1.53299e-09


t: 3
n: 16
time: 5.857944ms
error: 0.00267815


n: 32
time: 9.813070ms
error: 0.000537962


n: 64
time: 6.690979ms
error: 0.000117562


n: 128
time: 8.582830ms
error: 2.72513e-05


n: 256
time: 13.362885ms
error: 6.54422e-06


n: 512
time: 22.595882ms
error: 1.60241e-06


n: 1024
time: 89.799166ms
error: 3.96394e-07


n: 2048
time: 383.957863ms
error: 9.85722e-08


n: 4096
time: 1634.856939ms
error: 2.45772e-08


n: 8192
time: 6891.270161ms
error: 6.13608e-09


n: 16384
time: 29082.121849ms
error: 1.53299e-09


t: 4
n: 16
time: 41.179180ms
error: 0.00267815


n: 32
time: 29.571056ms
error: 0.000537962


n: 64
time: 36.808014ms
error: 0.000117562


n: 128
time: 29.101849ms
error: 2.72513e-05


n: 256
time: 43.636084ms
error: 6.54422e-06


n: 512
time: 58.160067ms
error: 1.60241e-06


n: 1024
time: 111.801147ms
error: 3.96394e-07


n: 2048
time: 326.278925ms
error: 9.85722e-08


n: 4096
time: 1382.727146ms
error: 2.45772e-08


n: 8192
time: 5804.023027ms
error: 6.13608e-09


n: 16384
time: 24537.655830ms
error: 1.53299e-09


t: 5
n: 16
time: 204.555988ms
error: 0.00267815


n: 32
time: 204.094172ms
error: 0.000537962


n: 64
time: 206.835985ms
error: 0.000117562


n: 128
time: 205.503941ms
error: 2.72513e-05


n: 256
time: 208.817005ms
error: 6.54422e-06


n: 512
time: 408.698082ms
error: 1.60241e-06


n: 1024
time: 272.821903ms
error: 3.96394e-07


n: 2048
time: 559.572935ms
error: 9.85722e-08


n: 4096
time: 1636.831999ms
error: 2.45772e-08


n: 8192
time: 6194.931030ms
error: 6.13608e-09


n: 16384
time: 27850.172043ms
error: 1.53299e-09


t: 6
n: 16
time: 204.897881ms
error: 0.00267815


n: 32
time: 207.925797ms
error: 0.000537962


n: 64
time: 204.737902ms
error: 0.000117562


n: 128
time: 405.704975ms
error: 2.72513e-05


n: 256
time: 208.480120ms
error: 6.54422e-06


n: 512
time: 221.796989ms
error: 1.60241e-06


n: 1024
time: 281.821966ms
error: 3.96394e-07


n: 2048
time: 724.908113ms
error: 9.85722e-08


n: 4096
time: 1761.384964ms
error: 2.45772e-08


n: 8192
time: 6376.796007ms
error: 6.13608e-09


n: 16384
time: 26214.336157ms
error: 1.53299e-09


t: 7
n: 16
time: 404.882908ms
error: 0.00267815


n: 32
time: 205.181837ms
error: 0.000537962


n: 64
time: 228.539944ms
error: 0.000117562


n: 128
time: 205.880165ms
error: 2.72513e-05


n: 256
time: 271.017075ms
error: 6.54422e-06


n: 512
time: 228.622913ms
error: 1.60241e-06


n: 1024
time: 474.840164ms
error: 3.96394e-07


n: 2048
time: 699.363947ms
error: 9.85722e-08


n: 4096
time: 1764.281034ms
error: 2.45772e-08


n: 8192
time: 6514.154911ms
error: 6.13608e-09


n: 16384
time: 25728.011131ms
error: 1.53299e-09


t: 8
n: 16
time: 384.794950ms
error: 0.00267815


n: 32
time: 251.925945ms
error: 0.000537962


n: 64
time: 406.059980ms
error: 0.000117562


n: 128
time: 406.236172ms
error: 2.72513e-05


n: 256
time: 255.329132ms
error: 6.54422e-06


n: 512
time: 611.934900ms
error: 1.60241e-06


n: 1024
time: 291.623116ms
error: 3.96394e-07


n: 2048
time: 589.225054ms
error: 9.85722e-08


n: 4096
time: 1720.046997ms
error: 2.45772e-08


n: 8192
time: 6173.716068ms
error: 6.13608e-09


n: 16384
time: 25271.614075ms
error: 1.53299e-09


t: 9
n: 16
time: 228.575945ms
error: 0.00267815


n: 32
time: 406.874895ms
error: 0.000537962


n: 64
time: 411.667109ms
error: 0.000117562


n: 128
time: 408.964157ms
error: 2.72513e-05


n: 256
time: 409.522057ms
error: 6.54422e-06


n: 512
time: 419.027805ms
error: 1.60241e-06


n: 1024
time: 606.349945ms
error: 3.96394e-07


n: 2048
time: 601.640940ms
error: 9.85722e-08


n: 4096
time: 1879.216909ms
error: 2.45772e-08


n: 8192
time: 6804.008961ms
error: 6.13608e-09


n: 16384
time: 24058.773994ms
error: 1.53299e-09


t: 10
n: 16
time: 506.965876ms
error: 0.00267815


n: 32
time: 405.309916ms
error: 0.000537962


n: 64
time: 405.059099ms
error: 0.000117562


n: 128
time: 609.138012ms
error: 2.72513e-05


n: 256
time: 410.439014ms
error: 6.54422e-06


n: 512
time: 225.755930ms
error: 1.60241e-06


n: 1024
time: 636.024952ms
error: 3.96394e-07


n: 2048
time: 743.359089ms
error: 9.85722e-08


n: 4096
time: 1969.655991ms
error: 2.45772e-08


n: 8192
time: 6427.816153ms
error: 6.13608e-09


n: 16384
time: 25767.575026ms
error: 1.53299e-09


t: 11
n: 16
time: 206.871033ms
error: 0.00267815


n: 32
time: 406.160116ms
error: 0.000537962


n: 64
time: 407.976866ms
error: 0.000117562


n: 128
time: 607.149839ms
error: 2.72513e-05


n: 256
time: 407.396078ms
error: 6.54422e-06


n: 512
time: 412.338018ms
error: 1.60241e-06


n: 1024
time: 467.892170ms
error: 3.96394e-07


n: 2048
time: 706.807137ms
error: 9.85722e-08


n: 4096
time: 1744.635105ms
error: 2.45772e-08


n: 8192
time: 6816.657782ms
error: 6.13608e-09


n: 16384
time: 25118.885994ms
error: 1.53299e-09


t: 12
n: 16
time: 506.517172ms
error: 0.00267815


n: 32
time: 406.935930ms
error: 0.000537962


n: 64
time: 408.052921ms
error: 0.000117562


n: 128
time: 418.984890ms
error: 2.72513e-05


n: 256
time: 406.900883ms
error: 6.54422e-06


n: 512
time: 421.645164ms
error: 1.60241e-06


n: 1024
time: 297.910929ms
error: 3.96394e-07


n: 2048
time: 703.792095ms
error: 9.85722e-08


n: 4096
time: 1858.783960ms
error: 2.45772e-08


n: 8192
time: 6708.878040ms
error: 6.13608e-09


n: 16384
time: 24919.782877ms
error: 1.53299e-09


t: 13
n: 16
time: 408.345938ms
error: 0.00267815


n: 32
time: 405.472994ms
error: 0.000537962


n: 64
time: 608.729124ms
error: 0.000117562


n: 128
time: 608.845949ms
error: 2.72513e-05


n: 256
time: 410.161972ms
error: 6.54422e-06


n: 512
time: 422.111988ms
error: 1.60241e-06


n: 1024
time: 467.079878ms
error: 3.96394e-07


n: 2048
time: 703.595877ms
error: 9.85722e-08


n: 4096
time: 2094.562054ms
error: 2.45772e-08


n: 8192
time: 7379.346132ms
error: 6.13608e-09


n: 16384
time: 25940.042973ms
error: 1.53299e-09


t: 14
n: 16
time: 408.169031ms
error: 0.00267815


n: 32
time: 407.199860ms
error: 0.000537962


n: 64
time: 608.065844ms
error: 0.000117562


n: 128
time: 411.863804ms
error: 2.72513e-05


n: 256
time: 406.819820ms
error: 6.54422e-06


n: 512
time: 513.279200ms
error: 1.60241e-06


n: 1024
time: 481.248140ms
error: 3.96394e-07


n: 2048
time: 716.857910ms
error: 9.85722e-08


n: 4096
time: 1750.408888ms
error: 2.45772e-08


n: 8192
time: 5886.892080ms
error: 6.13608e-09


n: 16384
time: 25230.064869ms
error: 1.53299e-09


t: 15
n: 16
time: 444.946051ms
error: 0.00267815


n: 32
time: 607.278109ms
error: 0.000537962


n: 64
time: 407.294989ms
error: 0.000117562


n: 128
time: 503.169060ms
error: 2.72513e-05


n: 256
time: 412.259817ms
error: 6.54422e-06


n: 512
time: 421.036005ms
error: 1.60241e-06


n: 1024
time: 345.257998ms
error: 3.96394e-07


n: 2048
time: 588.639021ms
error: 9.85722e-08


n: 4096
time: 1731.188059ms
error: 2.45772e-08


n: 8192
time: 6029.349089ms
error: 6.13608e-09


n: 16384
time: 25621.723890ms
error: 1.53299e-09


t: 16
n: 16
time: 406.203032ms
error: 0.00267815


n: 32
time: 536.476851ms
error: 0.000537962


n: 64
time: 608.419895ms
error: 0.000117562


n: 128
time: 407.659054ms
error: 2.72513e-05


n: 256
time: 410.722017ms
error: 6.54422e-06


n: 512
time: 421.166897ms
error: 1.60241e-06


n: 1024
time: 482.392788ms
error: 3.96394e-07


n: 2048
time: 703.338146ms
error: 9.85722e-08


n: 4096
time: 1901.161909ms
error: 2.45772e-08


n: 8192
time: 6743.302107ms
error: 6.13608e-09


n: 16384
time: 25174.281836ms
error: 1.53299e-09


p: 4
t: 2
n: 16
[compute-0-39:19051] *** Process received signal ***
[compute-0-39:19051] Signal: Floating point exception (8)
[compute-0-39:19051] Signal code: Integer divide-by-zero (1)
[compute-0-39:19051] Failing at address: 0x40a863
[compute-0-39:19051] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:19051] [ 1] ../../../release_omp_mpi/ex6(main+0x4e3) [0x40a863]
[compute-0-39:19051] [ 2] /lib64/libc.so.6(__libc_start_main+0xf4) [0x327f81d994]
[compute-0-39:19051] [ 3] ../../../release_omp_mpi/ex6 [0x40a2c9]
[compute-0-39:19051] *** End of error message ***
--------------------------------------------------------------------------
mpirun noticed that process rank 0 with PID 19051 on node compute-0-39.local exited on signal 8 (Floating point exception).
--------------------------------------------------------------------------
[compute-0-39:19052] *** Process received signal ***
[compute-0-39:19052] Signal: Aborted (6)
[compute-0-39:19052] Signal code:  (-6)
[compute-0-39:19053] *** Process received signal ***
[compute-0-39:19053] Signal: Aborted (6)
[compute-0-39:19053] Signal code:  (-6)
[compute-0-39:19054] *** Process received signal ***
[compute-0-39:19054] Signal: Aborted (6)
[compute-0-39:19054] Signal code:  (-6)
[compute-0-38.local][[19636,1],4][btl_tcp_endpoint.c:636:mca_btl_tcp_endpoint_complete_connect] connect() to 10.1.255.215 failed: Connection refused (111)
[compute-0-37.local][[19636,1],8][btl_tcp_endpoint.c:636:mca_btl_tcp_endpoint_complete_connect] connect() to 10.1.255.215 failed: Connection refused (111)
